name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,website_url,linkedin_company_url,careers_url,crunchbase_url,recommended_functions,rationale,source,source_url,awesomefintech_categories,awesomefintech_rank
LiftForward,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #19. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #19
Lu.com,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #2. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #2
Lunar,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #42, Neobanks #25. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Neobanks,Banking #42; Neobanks #25
Lydia,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #48
M1 Finance,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #48, Neobanks #26, WealthTech #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Neobanks; WealthTech,Banking #48; Neobanks #26; WealthTech #28
MX Technologies,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Open Banking #4, Banking #33. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking; Banking,Open Banking #4; Banking #33
Mercury,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #50. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #50
MetricStream,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #28
Metromile,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #23. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #23
Modo,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #32. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #32
Mollie,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #17
MoneyLion,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Neobanks #33, WealthTech #40, AI #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks; WealthTech; AI,Neobanks #33; WealthTech #40; AI #28
Moneytree,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #28
Moov,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #29. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #29
Movile,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #49
NAVER Financial,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #24. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #24
NAVEX Global,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #12
Neocova,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #43. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #43
Neon,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #44, Banking #38, Neobanks #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Banking; Neobanks,Payments #44; Banking #38; Neobanks #22
Next Insurance,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #22
NorthOne,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #38. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #38
Nubank,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #5, Payments #8, Banking #2, Digital Lending #6. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Banking; Digital Lending; Neobanks,Top 200 #5; Payments #8; Banking #2; Digital Lending #6; Neobanks #3
OakNorth,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #11, Digital Lending #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending,Banking #11; Digital Lending #22
Ocrolus,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #48
OmniOne,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #23. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #23
One97 Communications,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #4. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #4
Oriente,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #41. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #41
Oscar Health,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #9. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #9
Pagaya,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: WealthTech #21, AI #14. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech; AI,WealthTech #21; AI #14
Paidy,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #42, Payments #29, Digital Lending #43, AI #10. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Digital Lending; AI,Top 200 #42; Payments #29; Digital Lending #43; AI #10
PayMaya,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #36. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #36
Personal Capital,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #32. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #32
Petal,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #44, Payments #30, Banking #26, Digital Lending #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Banking; Digital Lending; Neobanks; WealthTech; AI,Top 200 #44; Payments #30; Banking #26; Digital Lending #46; Neobanks #16; WealthTech #8; AI #11
PhonePe,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #11. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #11
Pine Labs,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #25, Payments #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments,Top 200 #25; Payments #18
Pleo,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #38. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #38
PolicyBazaar,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #39, Payments #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments,Top 200 #39; Payments #27
Primer,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #43. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #43
Privitar,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #32. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #32
Prodigy Finance,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #16
Prosper Marketplace,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #47
Prove,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #21. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #21
Public,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #31
Qonto,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #49
Quantexa,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #17
Quanto,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #39. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #39
QuarterSpot,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #39. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #39
Qudian,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #23. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #23
QuintoAndar,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #28
Railsbank,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Open Banking #15, RegTech #41. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking; RegTech,Open Banking #15; RegTech #41
Railz,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #40
Raisin,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #46
Ramp Financial,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #49, Neobanks #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Neobanks,Banking #49; Neobanks #27
Redwood Software,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #40, RegTech #6. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; RegTech,Banking #40; RegTech #6
Remitly,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #34, Banking #29. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Banking,Payments #34; Banking #29
Renew Financial,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #25. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #25
Riskified,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #19, AI #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #19; AI #31
Robinhood,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #2, Neobanks #1, WealthTech #1. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Top 200; Neobanks; WealthTech,Top 200 #2; Neobanks #1; WealthTech #1
Rocket Internet,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #13. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #13
Root Insurance,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #40. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #40
Scalable Capital,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #30
ScaleFactor,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #45
SecFi,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #10. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #10
Sentient Technologies,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #42. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #42
Shift Technology,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #21. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #21
Sift,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #48. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #48
Signifyd,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #45, RegTech #5, AI #15. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; RegTech; AI,Payments #45; RegTech #5; AI #15
Signzy,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #44
Smart Pension,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #34. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #34
SoFi,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #1, Digital Lending #5, Neobanks #2, WealthTech #2. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending; Neobanks; WealthTech,Banking #1; Digital Lending #5; Neobanks #2; WealthTech #2
Soldo,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #35
Spruce Finance,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #42. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #42
Square,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #21. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #21
Stash,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #36, Neobanks #21, WealthTech #20. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Neobanks; WealthTech,Banking #36; Neobanks #21; WealthTech #20
Step Mobile,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #45
Stilt,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #39. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #39
StreetShares,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #43, WealthTech #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; WealthTech,Banking #43; WealthTech #22
Sunbit,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #37
Sunlight Financial,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #30
Synapse,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #25. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #25
Sysnet Global Solutions,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #16
Tandem,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #36. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #36
