name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
ALGOMI,FinTech,Open Banking,Tier 1,10,Europe,UK,London,101+,,https://www.linkedin.com/search/results/companies/?keywords=ALGOMI,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Algomi provides software to banks & brokers that plugs into their fixed-income pricing systems, trade history & new issuance records to find matches for bond orders.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/algomi,,,FinTech Weekly directory
Above and Beyond Tech,FinTech,Open Banking,Tier 1,10,Global,Global,"Miami, Mexico City, Lima.",10,,https://www.linkedin.com/search/results/companies/?keywords=Above+and+Beyond+Tech,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Digital Integration platform for financial institutions and fintech startups that allows multiple connections with a single one.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/above-and-beyond-tech,,,FinTech Weekly directory
Agile Payments,FinTech,Open Banking,Tier 1,10,North America,Canada,,12,,https://www.linkedin.com/search/results/companies/?keywords=Agile+Payments,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Everything about Agile is, well, agile. We’ve got the strength of a powerful number of years of experience combined with the flexibility of APIs that are created with developers in mind. If you're looking for solutions for Payment API, Credit Card Integration, Recurring Billing Integration or a Payment Gateway API, we want to talk with you! A free sandbox is waiting for you when you’re ready to get serious about meeting your needs.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/agile-payments,,,FinTech Weekly directory
AiDEXA,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=AiDEXA,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #21. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #21,AwesomeFinTech public directory
Algowar,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Algowar,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Algowar, developed by Cerberus Trading Solutions Ltd, offers algo-trading developers a professional arena where they can showcase their strategies alongside other developers, while also providing advanced eligible investors the opportunity to invest in a financial instrument built from proven algo-trading strategies. Its fully automated systems are based on volatility ETP, which are highly volitile and liquid, offering professional traders the opportunity to capitalize on high profits without leverage while maintaining a healthy risk-reward ratio.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/algowar,,,FinTech Weekly directory
Amount,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Amount,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #10. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #10,AwesomeFinTech public directory
Atomic,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Atomic,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #42. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #42,AwesomeFinTech public directory
Aurora Payments,FinTech,Open Banking,Tier 1,10,North America,United States,"Tempe, Arizona",70,,https://www.linkedin.com/search/results/companies/?keywords=Aurora+Payments,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Aurora Solutions is the brawn every brand needs to compete in the ever-changing payments industry. Our holding company’s muscle power ensures limitless payment mode acceptance, thriving revenue streams, and capital for expansion. We can unlock the complicated world of payment processing for you with access to our technology, platforms, and industry partnerships. Follow us into the future.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/aurora-payments,,,FinTech Weekly directory
Ayoconnect,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Ayoconnect,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #47,AwesomeFinTech public directory
BEHAVOX,FinTech,Open Banking,Tier 1,10,Europe,UK,London,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=BEHAVOX,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Behavox is a software & services company providing holistic employee surveillance solutions and enabling their customers to demonstrate their ultimate commitment to fair & effective capital markets.,FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/behavox,RegTech,RegTech #39,AwesomeFinTech public directory; FinTech Weekly directory
BILLECTA,FinTech,Open Banking,Tier 1,10,Europe,Sweden,Stockholm,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=BILLECTA,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Billecta is an invoicing tool that integrates to existing system setup & that creates and sends invoices based on the billing information received through their API from the users’ time-tracking system, CRMsystem or other ERP-system.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/billecta,,,FinTech Weekly directory
BYOOT,FinTech,Open Banking,Tier 1,10,Europe,UK,London,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=BYOOT,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Byoot Capital is a platform that gives users access to invest & trade shares in residential property globally from as little as £10.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/byoot,,,FinTech Weekly directory
Biometrics for eCommerce,FinTech,Open Banking,Tier 1,10,Europe,United Kingdom,London,2,,https://www.linkedin.com/search/results/companies/?keywords=Biometrics+for+eCommerce,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Biometrics for eCommerce provides specialised consultancy services to the financial services and biometrics industry, helping Banks to navigate the complex world of biometrics. Banks and other ecommerce enterprises face many challenges meeting the security compliance requirements for PSD2 & Strong Customer Authentication. We have expert knowledge in this area with over five years’ experience and we can provide an independent approach in helping organisations to choose the right solutions.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/biometrics-for-ecommerce,,,FinTech Weekly directory
Bond Financial Technologies,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Bond+Financial+Technologies,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #27,AwesomeFinTech public directory
Bricknode,FinTech,Open Banking,Tier 1,10,Europe,Sweden,Skövde,18,,https://www.linkedin.com/search/results/companies/?keywords=Bricknode,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Bricknode Financial System (BFS) is a cloud based software platform for the financial industry. Used for offering everything from discretionary portfolio management for family offices to launching a complete online retail broker, all in the same platform. BFS consists of modules for back office, advisor, partner, customer front and an open API for integrations and external connections.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/bricknode,,,FinTech Weekly directory
Bud Financial,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Bud+Financial,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #33. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #33,AwesomeFinTech public directory
Bullpen Capital,FinTech,Open Banking,Tier 1,10,Global,US,Menlo Park,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Bullpen+Capital,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Capital efficient post-seed investments,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/bullpen-capital,,,FinTech Weekly directory
C2FO,FinTech,Open Banking,Tier 1,10,Global,US,Shawnee Mission,,,https://www.linkedin.com/search/results/companies/?keywords=C2FO,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","C2FO, the world's market for working capital and risk-free profit, is the only working capital exchange that allows companies to optimize their working capital positions in a live, bid/ask environment. Companies across the globe use C2FO to increase their gross and net profit while simultaneously producing working capital flows to their supply chain. C2FO stands for Collaborative Cash Flow Optimization.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/c2fo,,,FinTech Weekly directory
CASHFORCE,FinTech,Open Banking,Tier 1,10,Europe,Belgium,Ghent,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=CASHFORCE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Cashforce is a smart cash flow management and forecasting platform for large capital intensive businesses.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/cashforce,,,FinTech Weekly directory
CLOUD LENDING SOLUTIONS,FinTech,Open Banking,Tier 1,10,Europe,UK,London,51 to 100,,https://www.linkedin.com/search/results/companies/?keywords=CLOUD+LENDING+SOLUTIONS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Cloud Lending Solutions is a global cloud infrastructure business that helps manage loan portfolios, increase transaction volume, and rapidly bring new products to the market for financial institutions globally.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/cloud-lending-solutions,,,FinTech Weekly directory
CROWDBNK,FinTech,Open Banking,Tier 1,10,Europe,UK,London,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=CROWDBNK,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",CrowdBnk is an equity crowdfunding platform that helps startups and SMEs raise growth capital efficiently & transparently.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/crowdbnk,,,FinTech Weekly directory
CROWDPARTNERS,FinTech,Open Banking,Tier 1,10,Europe,Netherlands,Almere,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=CROWDPARTNERS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Crowdpartners is a crowdfunding platform that brings together investors and capital seekers.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/crowdpartners,,,FinTech Weekly directory
Capitalise,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Capitalise,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Capitali.se simplifies the investment process by taking investors’ words and translating them into executable investments, bridging between the simplicity of common words and the complex world of automated trading. The company’s automated portfolio management is based on written investment scenarios that users can instantly analyze and optimize to improve investment performance. In addition to the user's request, the platform also suggests an alternate, better-performing strategy.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/capitalise,,,FinTech Weekly directory
Clearbit,FinTech,Open Banking,Tier 1,10,Global,US,San Francisco,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Clearbit,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Business Intelligence APIs,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/clearbit,,,FinTech Weekly directory
Coin Sciences,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Coin+Sciences,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Coin Sciences Ltd has developed a suite of bitcoin technologies and services for public and private blockchains. Its products include MultiChain, CoinSpark, and Coin Secrets. MultiChain allows organizations to rapidly design, deploy, and operate distributed ledgers. CoinSpark is a rich protocol for enhancing bitcoin transactions with third-party assets and messaging. Coin Secrets shows recent metadata embedded in the bitcoin blockchain.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/coin-sciences,,,FinTech Weekly directory
Colu,FinTech,Open Banking,Tier 1,10,MENA,Israel,Tel Aviv,,,https://www.linkedin.com/search/results/companies/?keywords=Colu,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Colu is a blockchain technology platform for developers and enterprises providing a powerful toolbox for building customized blockchain based applications. From a mobile app that enables to store, send and receive digital assets just like texting to your contacts, to the Dashboard which is a control panel for managing digital assets, to the Engine that handles all things blockchain in the backend using our API and SDK.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/colu,,,FinTech Weekly directory
CoverArk,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=CoverArk,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","CoverArk is an InsurTech startup company that develops global and flexible insurance solutions. The company uses data-driven technology to make insurance smart and hassle free.  CoverArk offers an easy to use multi platform which enables a short underwriting process and allows instant purchase, policy management and API integration solutions. CoverArk provides Tailor-made policies to perfectly match target market needs and risk exposure, and sophisticated risk-assessment algorithms to supports decision making and better coverage.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/coverark,,,FinTech Weekly directory
CrediGence Innovation,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=CrediGence+Innovation,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","CrediGence Innovation provides loan-management solutions, including an automated loan-origination system, that allow banks and other financial institutions to accelerate lending processes and improve business opportunities and risk management. The company uses a sophisticated data-collection engine that combines big data analysis with financial expertise to help users handle the increasing amount of available data for keeping up with the pace of rapidly changing loan-market technology.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/credigence-innovation,,,FinTech Weekly directory
Crowd Valley,FinTech,Open Banking,Tier 1,10,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Crowd+Valley,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Crowd Valley provides the full digital infrastructure needed for digital finance platforms and portals accessible through a single online interface layer (API).
Platforms in use by regulated or exempt operators in countries such as the United States, Canada, the United Kingdom, Mexico, South Africa, the EU, Switzerland, Singapore and Japan.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/crowd-valley,,,FinTech Weekly directory
DEALINDEX,FinTech,Open Banking,Tier 1,10,Europe,UK,London,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=DEALINDEX,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","DealIndex is an intelligent data & deal aggregator that instantly sources, monitors, and compares real-time global fundraising activity across private companies raising capital online.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/dealindex,,,FinTech Weekly directory
DayTek Capital,FinTech,Open Banking,Tier 1,10,APAC,Australia,"Queensland, Australia",1 - 10,,https://www.linkedin.com/search/results/companies/?keywords=DayTek+Capital,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","DayTek Capital are creating a revolutionary and unique Australian digital bank. 
We set out on a mission to disrupt incumbent banks, and other new neobanks, by offering unique and alternative banking products that are tailored to our customer’s financial situation and interests. 
Whilst we aren't a bank yet, we are working towards becoming one. Join us on our journey to change banking for the better - www.daytekcapital.com.au",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/daytek-capital,,,FinTech Weekly directory
DriveWealth,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=DriveWealth,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Open Banking #3, WealthTech #13. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking; WealthTech,Open Banking #3; WealthTech #13,AwesomeFinTech public directory
ETNA,FinTech,Open Banking,Tier 1,10,Global,US,New York,,,https://www.linkedin.com/search/results/companies/?keywords=ETNA,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","ETNA provides a front to back software solution to run an online brokerage business. ETNA's white label trading platform includes Web and Mobile Trading Terminals, OMS, Middle and Back Office. Our expert technology team help customizing the platform and connect to 3rd party execution, clearing and market data providers of our clients' choice. ETNA Trader Technology Suite is leveraged by many FinTech startups to shorten their route to market and save resources.

Robo Advisor Startups use ETNA OMS with Rest API and Back Office to accelerate the launch of their product and focus their development efforts on unique algorithms and user experience. ETNA's white label trading platform takes care of execution, pre-trade and post-trade risk, margin requirements, account balances, trade allocations, compliance and reporting, communication via FIX protocol, reconciliation of account information wit",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/etna,,,FinTech Weekly directory
Ebics Box,FinTech,Open Banking,Tier 1,10,Europe,Germany,Cologne,10 - 20,,https://www.linkedin.com/search/results/companies/?keywords=Ebics+Box,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",A modern API for bank accounts. Fully automatize processing of incoming and outgoing money transactions.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ebics-box,,,FinTech Weekly directory
Efficient Finance,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Efficient+Finance,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Efficient Finance (EF) is a global, multi-bank, supply-chain finance provider serving a substantial and diversified client base that includes corporations, financial institutions, and SMEs. EF is the provider of a patent-protected platform connecting financial institutions and businesses with the aim of making better use of working capital and enhancing the buyer-supplier trade relationship. EF.biz uses real-time financial indicators that increase business transparency to mitigate investor risk. The solution allows more affordable working capital financing to SMEs to support their growth, while removing SMEs “geographical presence” dependency on banks.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/efficient-finance,,,FinTech Weekly directory
Ellpitic,FinTech,Open Banking,Tier 1,10,Europe,UK,London,,,https://www.linkedin.com/search/results/companies/?keywords=Ellpitic,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Elliptic exists to make your bitcoin assets safer, more secure and easier to manage. Elliptic is a blockchain security and compliance company that was established in 2013 to capitalise on the potential of the blockchain technology and to help transfer the rigorous security and compliance standards of traditional finance to the world of digital currencies.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ellpitic,,,FinTech Weekly directory
Equitise,FinTech,Open Banking,Tier 1,10,APAC,Australia,Sydney,,,https://www.linkedin.com/search/results/companies/?keywords=Equitise,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Bringing investors and business owners together, the Equitise Investment Platform simplifies the investment marketplace. It removes traditional barriers to investing and sourcing capital by making the process quick, easy and safe. In doing so, we help businesses to grow and thrive. It's the modern way to raise capital. Entrepreneurs profile their plans and set a funding target, investors then commit money to their preferred opportunities and if funding targets are reached, shareholder agreements are signed.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/equitise,,,FinTech Weekly directory
Exo Investing,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Exo+Investing,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #34. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #34,AwesomeFinTech public directory
FI.SPAN,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=FI.SPAN,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #31,AwesomeFinTech public directory
FINEXKAP,FinTech,Open Banking,Tier 1,10,Europe,France,Paris,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=FINEXKAP,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Finexkap is a web-based platform that provides a revolutionary working capital solution through its fund management affiliate company.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/finexkap,,,FinTech Weekly directory
Facturedo,FinTech,Open Banking,Tier 1,10,LatAm,Chile,Santiago,1-10,,https://www.linkedin.com/search/results/companies/?keywords=Facturedo,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Facturedo is an online invoice discounting marketplace that provides economic and transparent working capital financing to SMEs as well as democratises investing in this asset class. It works with an international insurance company to protect investors from impairments. Currently operating in Chile, with offices in Santiago and Barcelona.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/facturedo,,,FinTech Weekly directory
Fenergo,FinTech,Open Banking,Tier 1,10,Europe,Ireland,"Dublin, London, Sydney, Boston, New York, Abu-dhabi, Singapore, Hong Kong, Tokyo, Wroclaw, Madrid and Toronto",600+,,https://www.linkedin.com/search/results/companies/?keywords=Fenergo,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Fenergo is the digital enabler of client and regulatory technology for financial services. It provides Client Lifecycle Management (CLM) software solutions for Financial Institutions including; Corporate & Institutional Banking, Commercial & Retail Banking, Asset Management, Private Banking & Wealth Management. Counting 70 global Financial Institutions as clients, its award-winning CLM suite digitally transforms how Financial Institutions manage clients; from initial onboarding to KYC/AML and regulatory compliance, to data management and ongoing lifecycle KYC reviews and refreshes. Fenergo CLM empowers financial institutions to deliver a faster, compliant and digital customer experience while achieving a single client view across channels, products, business lines and jurisdictions.

Fenergo’s community-based approach to product development allows clients to collaborate on solution desig",FinTech Weekly directory; AwesomeFinTech public directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fenergo,RegTech,RegTech #29,AwesomeFinTech public directory; FinTech Weekly directory
Fidor Tecs,FinTech,Open Banking,Tier 1,10,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=Fidor+Tecs,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fidor-tecs,,,FinTech Weekly directory
FinAPI,FinTech,Open Banking,Tier 1,10,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=FinAPI,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/finapi,,,FinTech Weekly directory
FinLync,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=FinLync,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #37,AwesomeFinTech public directory
Fingenom,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Fingenom,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Fingenom Ltd has developed algorithms to identify and exploit hidden trading patterns in various capital markets. The company was established by algorithm experts from elite intelligence units of the IDF.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/fingenom,,,FinTech Weekly directory
Finhaven,FinTech,Open Banking,Tier 1,10,North America,Canada,Vancouver,11,,https://www.linkedin.com/search/results/companies/?keywords=Finhaven,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Finhaven is building an investment banking platform supporting the issuance and investment of digital securities and providing a marketplace to trade them. With its technical platform, Finhaven aims to become an integrated global alliance of exchanges. Finhaven’s proprietary, high-capacity cryptographic ledger enhances the platform’s quality through identity authentication, authorization and security, enabling capital market participants to save significant time and money. Finhaven views the challenges of traditional capital market procedures as opportunities to apply its proprietary accounts-issuance-trading platform, ultimately driving innovation in capital markets.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/finhaven,,,FinTech Weekly directory
Flexvelop,FinTech,Open Banking,Tier 1,10,Europe,Germany,Hamburg,4,,https://www.linkedin.com/search/results/companies/?keywords=Flexvelop,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Flexvelop is reshaping B2B Leasing by simplifying and digitalizing all processes. By making Leasing easy, quick, and flexible, Flexvelop helps SMBs to grow their business and reach their full potential.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/flexvelop,,,FinTech Weekly directory
ForexManage,FinTech,Open Banking,Tier 1,10,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=ForexManage,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","ForexManage provides advanced, real-time risk-management and FX online-trading technologies for financial institutions including banks, brokers, and corporate finance. The company's flexible, modular, and scalable solutions are easily implemented either as vertical modules integrated with legacy systems or full turnkey platforms. They can be implemented onsite or delivered as SaaS via hosted solutions.  ForexManage's clients include Commerzbank, Dresdner Kleinwort, Bank Hapoalim, City Index/IFX, Fimat, Cantor Fitzgerald, and London Capital Group.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/forexmanage,,,FinTech Weekly directory
Funding Xchange,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Funding+Xchange,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #35,AwesomeFinTech public directory
Galileo Financial Technologies,FinTech,Open Banking,Tier 1,9,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Galileo+Financial+Technologies,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,,Open Banking,Open Banking #16,AwesomeFinTech public directory
Greenonline,FinTech,Open Banking,Tier 1,10,Europe,Netherlands,Amsterdam,10,,https://www.linkedin.com/search/results/companies/?keywords=Greenonline,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Helping customers cancel their contracts via different B2C websites and cancellation widgets and APIs for 3rd parties.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/greenonline,,,FinTech Weekly directory
Highland Capital Partners,FinTech,Open Banking,Tier 1,10,Global,US,Menlo Park,11-50,,https://www.linkedin.com/search/results/companies/?keywords=Highland+Capital+Partners,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",A global venture capital firm focused on putting the entrepreneur first.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/highland-capital-partners,,,FinTech Weekly directory
